No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College,Team,URL,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
3,Caris LeVert,0,6-6,205.0,"August 25, 1994",usUS,8,Michigan,ATL,https://www.basketball-reference.com/players/l/leverca01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,Terance Mann,0,6-5,215.0,"October 18, 1996",usUS,5,Florida State,ATL,https://www.basketball-reference.com/players/m/manntte01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Georges Niang,0,6-7,230.0,"June 17, 1993",usUS,8,Iowa State,ATL,https://www.basketball-reference.com/players/n/niangge01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Kobe Bufkin,0,6-4,195.0,"September 21, 2003",usUS,1,Michigan,ATL,https://www.basketball-reference.com/players/b/bufkiko01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,Daeqwon Plowden(TW),0,6-6,215.0,"August 29, 1998",usUS,R,Bowling Green,ATL,https://www.basketball-reference.com/players/p/plowdda01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Jacob Toppin(TW),0,6-9,205.0,"May 8, 2000",usUS,1,"Rhode Island,Kentucky",ATL,https://www.basketball-reference.com/players/t/toppija01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Payton Pritchard,0,6-1,195.0,"January 28, 1998",usUS,4,Oregon,BOS,https://www.basketball-reference.com/players/p/pritcpa01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Derrick White,0,6-4,190.0,"July 2, 1994",usUS,7,"Colorado-Colorado Springs,Colorado",BOS,https://www.basketball-reference.com/players/w/whitede01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Jayson Tatum,0,6-8,210.0,"March 3, 1998",usUS,7,Duke,BOS,https://www.basketball-reference.com/players/t/tatumja01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,Luke Kornet,0,7-2,250.0,"July 15, 1995",usUS,7,Vanderbilt,BOS,https://www.basketball-reference.com/players/k/kornelu01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Sam Hauser,0,6-8,215.0,"December 8, 1997",usUS,3,"Marquette,Virginia",BOS,https://www.basketball-reference.com/players/h/hausesa01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Jaylen Brown,0,6-6,223.0,"October 24, 1996",usUS,8,California,BOS,https://www.basketball-reference.com/players/b/brownja01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,Al Horford,0,6-9,240.0,"June 3, 1986",doDO,17,Florida,BOS,https://www.basketball-reference.com/players/h/horfoal01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Neemias Queta,0,7-0,245.0,"July 13, 1999",ptPT,3,Utah State University,BOS,https://www.basketball-reference.com/players/q/quetane01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Jrue Holiday,0,6-4,205.0,"June 12, 1990",usUS,15,UCLA,BOS,https://www.basketball-reference.com/players/h/holidjr01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,Jordan Walsh,0,6-7,205.0,"March 3, 2004",usUS,1,Arkansas,BOS,https://www.basketball-reference.com/players/w/walshjo01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Kristaps Porzingis,0,7-2,240.0,"August 2, 1995",lvLV,8,,BOS,https://www.basketball-reference.com/players/p/porzikr01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Xavier Tillman Sr.,0,6-8,245.0,"January 12, 1999",usUS,4,Michigan State,BOS,https://www.basketball-reference.com/players/s/sr.xaxa01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,Drew Peterson(TW),0,6-9,205.0,"November 9, 1999",usUS,1,"Rice University,USC",BOS,https://www.basketball-reference.com/players/p/peterdr01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,Baylor Scheierman,0,6-6,205.0,"September 26, 2000",usUS,R,"South Dakota State,Creighton",BOS,https://www.basketball-reference.com/players/s/scheiba01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,JD Davison(TW),0,6-1,195.0,"October 3, 2002",usUS,2,Alabama,BOS,https://www.basketball-reference.com/players/d/davisjd01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Torrey Craig,0,6-7,221.0,"December 19, 1990",usUS,7,USC Upstate,BOS,https://www.basketball-reference.com/players/c/craigto01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,Miles Norris(TW),0,6-10,220.0,"April 15, 2000",usUS,R,"Oregon,City College of San Francisco,UC Santa Barbara",BOS,https://www.basketball-reference.com/players/n/norrimi01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Jalen Wilson,0,6-8,225.0,"November 4, 2000",usUS,1,Kansas,BRK,https://www.basketball-reference.com/players/w/wilsoja01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,Keon Johnson,0,6-5,186.0,"March 10, 2002",usUS,3,Tennessee,BRK,https://www.basketball-reference.com/players/j/johnske01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,Nic Claxton,0,6-11,215.0,"April 17, 1999",usUS,5,Georgia,BRK,https://www.basketball-reference.com/players/c/claxtni01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1, 8",Ziaire Williams,0,6-9,215.0,"September 12, 2001",usUS,3,Stanford,BRK,https://www.basketball-reference.com/players/w/willizi01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Cameron Johnson,0,6-8,210.0,"March 3, 1996",usUS,5,"Pitt,UNC",BRK,https://www.basketball-reference.com/players/j/johnsca01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,Tyrese Martin,0,6-6,215.0,"March 7, 1999",usUS,1,"Rhode Island,UConn",BRK,https://www.basketball-reference.com/players/m/martity01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Day'Ron Sharpe,0,6-11,265.0,"November 6, 2001",usUS,3,UNC,BRK,https://www.basketball-reference.com/players/s/sharpda01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Noah Clowney,0,6-10,210.0,"July 14, 2004",usUS,1,Alabama,BRK,https://www.basketball-reference.com/players/c/clownno01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Trendon Watford,0,6-9,240.0,"November 9, 2000",usUS,3,LSU,BRK,https://www.basketball-reference.com/players/w/watfotr01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Reece Beekman(TW),0,6-1,190.0,"October 8, 2001",usUS,R,Virginia,BRK,https://www.basketball-reference.com/players/b/beekmre01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Cam Thomas,0,6-4,210.0,"October 13, 2001",jpJP,3,LSU,BRK,https://www.basketball-reference.com/players/t/thomaca01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Tosan Evbuomwan(TW),0,6-8,219.0,"February 16, 2001",ukUK,1,Princeton,BRK,https://www.basketball-reference.com/players/e/evbuoto01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,D'Angelo Russell,0,6-3,193.0,"February 23, 1996",usUS,9,Ohio State,BRK,https://www.basketball-reference.com/players/r/russed'01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Dariq Whitehead,0,6-7,220.0,"August 1, 2004",usUS,1,Duke,BRK,https://www.basketball-reference.com/players/w/whiteda01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,Maxwell Lewis,0,6-7,195.0,"July 27, 2002",usUS,1,Pepperdine,BRK,https://www.basketball-reference.com/players/l/lewisma01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,De'Anthony Melton,0,6-2,200.0,"May 28, 1998",usUS,6,USC,BRK,https://www.basketball-reference.com/players/m/meltode01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Tyson Etienne(TW),0,6-2,203.0,"September 17, 1999",usUS,R,Wichita State,BRK,https://www.basketball-reference.com/players/e/etienty01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Josh Green,0,6-5,200.0,"November 16, 2000",auAU,4,Arizona,CHO,https://www.basketball-reference.com/players/g/greenjo01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,Moussa DiabatÃ©,0,6-11,210.0,"January 21, 2002",frFR,2,Michigan,CHO,https://www.basketball-reference.com/players/d/diabamo01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Seth Curry,0,6-1,185.0,"August 23, 1990",usUS,10,"Liberty,Duke",CHO,https://www.basketball-reference.com/players/c/curryse01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Miles Bridges,0,6-7,225.0,"March 21, 1998",usUS,5,Michigan State,CHO,https://www.basketball-reference.com/players/b/bridgmi01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,Tidjane SalaÃ¼n,0,6-9,207.0,"August 10, 2005",frFR,R,,CHO,https://www.basketball-reference.com/players/s/salaãti01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Nick Smith Jr.,0,6-2,185.0,"April 18, 2004",usUS,1,Arkansas,CHO,https://www.basketball-reference.com/players/j/jr.nini01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,LaMelo Ball,0,6-7,180.0,"August 22, 2001",usUS,4,,CHO,https://www.basketball-reference.com/players/b/balllla01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Mark Williams,0,7-0,241.0,"December 16, 2001",usUS,2,Duke,CHO,https://www.basketball-reference.com/players/w/willima01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,DaQuan Jeffries,0,6-5,230.0,"August 30, 1997",usUS,5,"Oral Roberts,Tulsa",CHO,https://www.basketball-reference.com/players/j/jeffrda01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Brandon Miller,0,6-9,201.0,"November 22, 2002",usUS,1,Alabama,CHO,https://www.basketball-reference.com/players/m/millebr01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,Taj Gibson,0,6-9,232.0,"June 24, 1985",usUS,15,USC,CHO,https://www.basketball-reference.com/players/g/gibsota01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,KJ Simpson(TW),0,6-0,189.0,"August 8, 2002",usUS,R,Colorado,CHO,https://www.basketball-reference.com/players/s/simpskj01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Grant Williams,0,6-6,236.0,"November 30, 1998",usUS,5,Tennessee,CHO,https://www.basketball-reference.com/players/w/willigr01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,Tre Mann,0,6-3,178.0,"February 3, 2001",usUS,3,Florida,CHO,https://www.basketball-reference.com/players/m/mannttr01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Damion Baugh(TW),0,6-4,194.0,"August 3, 2000",usUS,R,"Memphis,TCU",CHO,https://www.basketball-reference.com/players/b/baughda01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Jusuf NurkiÄ,0,7-0,290.0,"August 23, 1994",baBA,10,,CHO,https://www.basketball-reference.com/players/n/nurkiju01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Josh Okogie,0,6-4,213.0,"September 1, 1998",ngNG,6,Georgia Tech,CHO,https://www.basketball-reference.com/players/o/okogijo01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Wendell Moore Jr.(TW),0,6-5,213.0,"September 18, 2001",usUS,2,Duke,CHO,https://www.basketball-reference.com/players/j/jr.(twe01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Malachi Flynn,0,6-1,175.0,"May 10, 1998",usUS,4,"Washington State,San Diego State",CHO,https://www.basketball-reference.com/players/f/flynnma01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,Matas Buzelis,0,6-10,209.0,"October 13, 2004",usUS,R,,CHI,https://www.basketball-reference.com/players/b/buzelma01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,Julian Phillips,0,6-8,198.0,"November 5, 2003",usUS,1,Tennessee,CHI,https://www.basketball-reference.com/players/p/phillju01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Josh Giddey,0,6-8,210.0,"October 10, 2002",auAU,3,,CHI,https://www.basketball-reference.com/players/g/giddejo01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Coby White,0,6-5,195.0,"February 16, 2000",usUS,5,UNC,CHI,https://www.basketball-reference.com/players/w/whiteco01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Dalen Terry,0,6-7,195.0,"July 12, 2002",usUS,2,Arizona,CHI,https://www.basketball-reference.com/players/t/terryda01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Nikola VuÄeviÄ,0,6-10,260.0,"October 24, 1990",chCH,13,USC,CHI,https://www.basketball-reference.com/players/v/vuäeni01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Jalen Smith,0,6-10,215.0,"March 16, 2000",usUS,4,Maryland,CHI,https://www.basketball-reference.com/players/s/smithja01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Ayo Dosunmu,0,6-5,200.0,"January 17, 2000",usUS,3,Illinois,CHI,https://www.basketball-reference.com/players/d/dosunay01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Talen Horton-Tucker,0,6-4,234.0,"November 25, 2000",usUS,5,Iowa State,CHI,https://www.basketball-reference.com/players/h/hortota01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,Patrick Williams,0,6-7,215.0,"August 26, 2001",usUS,4,Florida State,CHI,https://www.basketball-reference.com/players/w/willipa01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Lonzo Ball,0,6-6,190.0,"October 27, 1997",usUS,5,UCLA,CHI,https://www.basketball-reference.com/players/b/ballllo01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Jevon Carter,0,6-1,200.0,"September 14, 1995",usUS,6,West Virginia,CHI,https://www.basketball-reference.com/players/c/carteje01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Tre Jones,0,6-1,185.0,"January 8, 2000",usUS,4,Duke,CHI,https://www.basketball-reference.com/players/j/jonestr01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Zach Collins,0,6-11,250.0,"November 19, 1997",usUS,6,Gonzaga,CHI,https://www.basketball-reference.com/players/c/colliza01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,Kevin Huerter,0,6-7,190.0,"August 27, 1998",usUS,6,Maryland,CHI,https://www.basketball-reference.com/players/h/huertke01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,E.J. Liddell(TW),0,6-7,240.0,"December 18, 2000",usUS,1,Ohio State,CHI,https://www.basketball-reference.com/players/l/liddee.01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Emanuel Miller(TW),0,6-7,215.0,"June 19, 2000",caCA,R,"Texas A&M,TCU",CHI,https://www.basketball-reference.com/players/m/milleem01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,Jahmir Young(TW),0,6-2,185.0,"October 7, 2000",usUS,R,"UNC Charlotte,Maryland",CHI,https://www.basketball-reference.com/players/y/youngja01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,Jarrett Allen,0,6-11,243.0,"April 21, 1998",usUS,7,Texas,CLE,https://www.basketball-reference.com/players/a/allenja01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,Donovan Mitchell,0,6-3,215.0,"September 7, 1996",usUS,7,Louisville,CLE,https://www.basketball-reference.com/players/m/mitchdo01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Darius Garland,0,6-1,192.0,"January 26, 2000",usUS,5,Vanderbilt,CLE,https://www.basketball-reference.com/players/g/garlada01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Ty Jerome,0,6-5,195.0,"July 8, 1997",usUS,5,Virginia,CLE,https://www.basketball-reference.com/players/j/jeromty01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Evan Mobley,0,6-11,215.0,"June 18, 2001",usUS,3,USC,CLE,https://www.basketball-reference.com/players/m/mobleev01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Sam Merrill,0,6-4,205.0,"May 15, 1996",usUS,4,Utah State University,CLE,https://www.basketball-reference.com/players/m/merrisa01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Dean Wade,0,6-9,228.0,"November 20, 1996",usUS,5,Kansas State,CLE,https://www.basketball-reference.com/players/w/wadedde01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Jaylon Tyson,0,6-6,215.0,"December 2, 2002",usUS,R,"Texas,Texas Tech,California",CLE,https://www.basketball-reference.com/players/t/tysonja01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Craig Porter Jr.,0,6-2,186.0,"February 26, 2000",usUS,1,"Vincennes University,Wichita State",CLE,https://www.basketball-reference.com/players/j/jr.crcr01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,Isaac Okoro,0,6-5,225.0,"January 26, 2001",usUS,4,Auburn,CLE,https://www.basketball-reference.com/players/o/okorois01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Max Strus,0,6-5,215.0,"March 28, 1996",usUS,5,"Lewis (IL),DePaul",CLE,https://www.basketball-reference.com/players/s/strusma01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,Tristan Thompson,0,6-9,254.0,"March 13, 1991",caCA,13,Texas,CLE,https://www.basketball-reference.com/players/t/thomptr01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,De'Andre Hunter,0,6-8,225.0,"December 2, 1997",usUS,5,Virginia,CLE,https://www.basketball-reference.com/players/h/huntede01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,Luke Travers(TW),0,6-8,199.0,"September 3, 2001",auAU,R,,CLE,https://www.basketball-reference.com/players/t/travelu01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Emoni Bates(TW),0,6-10,170.0,"January 28, 2004",usUS,1,"Memphis,Eastern Michigan",CLE,https://www.basketball-reference.com/players/b/batesem01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Nae'Qwan Tomlin(TW),0,6-10,205.0,"December 10, 2000",usUS,R,"Monroe Community College,Chipola College,Kansas State,Memphis",CLE,https://www.basketball-reference.com/players/t/tomlina01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
